timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601549451361,11,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,11,0,0
1601549451372,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,2,0
1601549451373,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549451381,19,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,24784,690,1,1,null,0,0,0
1601549451381,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549451389,11,гостевая,200,,sendComment 1-1,text,true,,20672,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549451400,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,20997,827,1,1,null,0,0,0
1601549451400,4,комментарий,200,,sendComment 1-1,text,true,,274,530,1,1,http://localhost:8080/service/guestbook?user=МТС&text=Отличные%20ребята.,4,0,0
1601549451404,10,комментарий,200,,sendComment 1-1,text,true,,20723,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549451415,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,446,0,1,1,null,0,0,0
1601549451416,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,252,0
1601549451667,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549451676,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549451676,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549451685,26,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,24835,690,1,1,null,0,0,0
1601549451685,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549451692,19,гостевая,200,,sendComment 1-1,text,true,,20723,297,1,1,http://localhost:8080/service/guestbook,19,0,0
1601549451712,56,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21081,926,1,1,null,0,3,0
1601549451714,45,комментарий,200,,sendComment 1-1,text,true,,274,629,1,1,http://localhost:8080/service/guestbook?user=ОТП%20Банк&text=Благодарю%20за%20отличную%20работу!,45,0,0
1601549451759,11,комментарий,200,,sendComment 1-1,text,true,,20807,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549451771,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,474,0,1,1,null,0,0,0
1601549451773,7,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,2,0
1601549451774,7,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,7,0,0
1601549451782,9,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549451782,9,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,9,0,0
1601549451791,17,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,24919,690,1,1,null,0,1,0
1601549451792,6,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,6,0,0
1601549451798,11,гостевая,200,,sendComment 1-1,text,true,,20807,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549451809,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21127,812,1,1,null,0,1,0
1601549451810,3,комментарий,200,,sendComment 1-1,text,true,,274,515,1,1,http://localhost:8080/service/guestbook?user=Сбербанк&text=Спасибо!,3,0,0
1601549451813,11,комментарий,200,,sendComment 1-1,text,true,,20853,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549451825,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,453,0,1,1,null,0,0,0
1601549451826,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,251,0
1601549452077,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549452085,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549452086,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549452093,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,24965,690,1,1,null,0,1,0
1601549452094,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,6,0,0
1601549452101,11,гостевая,200,,sendComment 1-1,text,true,,20853,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549452112,15,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21222,947,1,1,null,0,0,0
1601549452112,4,комментарий,200,,sendComment 1-1,text,true,,274,650,1,1,"http://localhost:8080/service/guestbook?user=Sanofi&text=Рекомендую,%20это%20лучшая%20компания%20на%20свете",3,0,0
1601549452116,11,комментарий,200,,sendComment 1-1,text,true,,20948,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549452127,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,479,0,1,1,null,0,0,0
1601549452129,10,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,250,0
1601549452379,10,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549452389,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,2,0
1601549452390,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549452399,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25060,690,1,1,null,0,1,0
1601549452399,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549452407,11,гостевая,200,,sendComment 1-1,text,true,,20948,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549452418,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21289,875,1,1,null,0,2,0
1601549452419,3,комментарий,200,,sendComment 1-1,text,true,,274,578,1,1,http://localhost:8080/service/guestbook?user=Газпромбанк&text=Отличные%20ребята.,3,0,0
1601549452423,11,комментарий,200,,sendComment 1-1,text,true,,21015,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549452434,1,Debug Sampler,200,OK,sendComment 1-1,text,true,,470,0,1,1,null,0,0,0
1601549452436,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,251,0
1601549452686,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549452696,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549452696,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,6,0,0
1601549452703,20,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25127,690,1,1,null,0,1,0
1601549452703,9,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,9,0,0
1601549452713,11,гостевая,200,,sendComment 1-1,text,true,,21015,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549452724,15,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21364,887,1,1,null,0,0,0
1601549452724,4,комментарий,200,,sendComment 1-1,text,true,,274,590,1,1,http://localhost:8080/service/guestbook?user=Sanofi&text=Благодарю%20за%20отличную%20работу!,3,0,0
1601549452728,11,комментарий,200,,sendComment 1-1,text,true,,21090,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549452739,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,468,0,1,1,null,0,0,0
1601549452742,10,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,250,0
1601549452992,10,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549453002,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549453003,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549453011,20,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25202,690,1,1,null,0,1,0
1601549453012,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549453019,13,гостевая,200,,sendComment 1-1,text,true,,21090,297,1,1,http://localhost:8080/service/guestbook,13,0,0
1601549453032,17,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21402,788,1,1,null,0,0,0
1601549453032,4,комментарий,200,,sendComment 1-1,text,true,,274,491,1,1,http://localhost:8080/service/guestbook?user=БОЛЬ&text=Спасибо!,4,0,0
1601549453036,13,комментарий,200,,sendComment 1-1,text,true,,21128,297,1,1,http://localhost:8080/service/guestbook,12,0,0
1601549453049,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,441,0,1,1,null,0,0,0
1601549453051,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,1,0
1601549453051,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549453061,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549453061,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549453069,19,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25240,690,1,1,null,0,0,0
1601549453069,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549453077,11,гостевая,200,,sendComment 1-1,text,true,,21128,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549453089,20,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21533,1067,1,1,null,0,0,0
1601549453089,3,комментарий,200,,sendComment 1-1,text,true,,274,770,1,1,"http://localhost:8080/service/guestbook?user=Филип%20Морис%20Интернэшнл&text=Рекомендую,%20это%20лучшая%20компания%20на%20свете",3,0,0
1601549453092,17,комментарий,200,,sendComment 1-1,text,true,,21259,297,1,1,http://localhost:8080/service/guestbook,16,0,0
1601549453109,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,527,0,1,1,null,0,0,0
1601549453111,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,250,0
1601549453361,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,7,0,0
1601549453370,6,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549453370,6,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,6,0,0
1601549453377,61,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25371,690,1,1,null,0,2,0
1601549453377,6,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,6,0,0
1601549453384,55,гостевая,200,,sendComment 1-1,text,true,,21259,297,1,1,http://localhost:8080/service/guestbook,55,0,0
1601549453440,15,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21620,935,1,1,null,0,1,0
1601549453440,4,комментарий,200,,sendComment 1-1,text,true,,274,638,1,1,http://localhost:8080/service/guestbook?user=Филип%20Морис%20Интернэшнл&text=Отличные%20ребята.,4,0,0
1601549453445,11,комментарий,200,,sendComment 1-1,text,true,,21346,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549453456,1,Debug Sampler,200,OK,sendComment 1-1,text,true,,503,0,1,1,null,0,0,0
1601549453458,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,251,0
1601549453708,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549453717,9,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549453717,9,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549453726,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25458,690,1,1,null,0,0,0
1601549453726,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549453733,11,гостевая,200,,sendComment 1-1,text,true,,21346,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549453745,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21705,929,1,1,null,0,2,0
1601549453745,3,комментарий,200,,sendComment 1-1,text,true,,274,632,1,1,http://localhost:8080/service/guestbook?user=Сбербанк&text=Благодарю%20за%20отличную%20работу!,3,0,0
1601549453749,11,комментарий,200,,sendComment 1-1,text,true,,21431,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549453761,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,474,0,1,1,null,0,0,0
1601549453763,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,2,0
1601549453764,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549453774,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549453774,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549453782,19,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25543,690,1,1,null,0,0,0
1601549453782,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549453790,11,гостевая,200,,sendComment 1-1,text,true,,21431,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549453802,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21743,788,1,1,null,0,1,0
1601549453802,3,комментарий,200,,sendComment 1-1,text,true,,274,491,1,1,http://localhost:8080/service/guestbook?user=БОЛЬ&text=Спасибо!,3,0,0
1601549453806,11,комментарий,200,,sendComment 1-1,text,true,,21469,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549453817,1,Debug Sampler,200,OK,sendComment 1-1,text,true,,441,0,1,1,null,0,0,0
1601549453819,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,251,0
1601549454070,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549454079,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549454079,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549454086,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25581,690,1,1,null,0,2,0
1601549454087,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549454095,11,гостевая,200,,sendComment 1-1,text,true,,21469,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549454106,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21862,1031,1,1,null,0,2,0
1601549454107,3,комментарий,200,,sendComment 1-1,text,true,,274,734,1,1,"http://localhost:8080/service/guestbook?user=ТрансКредитБанк&text=Рекомендую,%20это%20лучшая%20компания%20на%20свете",3,0,0
1601549454110,11,комментарий,200,,sendComment 1-1,text,true,,21588,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549454122,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,506,0,1,1,null,0,0,0
1601549454123,8,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,253,0
1601549454375,8,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549454384,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549454384,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549454392,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25700,690,1,1,null,0,1,0
1601549454392,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549454400,11,гостевая,200,,sendComment 1-1,text,true,,21588,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549454411,14,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21937,899,1,1,null,0,2,0
1601549454412,3,комментарий,200,,sendComment 1-1,text,true,,274,602,1,1,http://localhost:8080/service/guestbook?user=ТрансКредитБанк&text=Отличные%20ребята.,3,0,0
1601549454416,11,комментарий,200,,sendComment 1-1,text,true,,21663,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549454428,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,482,0,1,1,null,0,0,0
1601549454429,7,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,252,0
1601549454680,7,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,7,0,0
1601549454688,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549454688,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549454696,27,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25775,690,1,1,null,0,0,0
1601549454696,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549454704,19,гостевая,200,,sendComment 1-1,text,true,,21663,297,1,1,http://localhost:8080/service/guestbook,19,0,0
1601549454723,59,комментарий,500,"Number of samples in transaction : 2, number of failing samples : 2",sendComment 1-1,,false,,22829,1094,1,1,null,0,1,2
1601549454724,44,комментарий,500,,sendComment 1-1,text,false,Test failed: text expected to contain /OK/,1166,797,1,1,http://localhost:8080/service/guestbook?user=Центральный%20банк%20Российской%20Федерации&text=Благодарю%20за%20отличную%20работу!,43,0,0
1601549454768,15,комментарий,200,,sendComment 1-1,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Благодарю за отличную работу!'<br>/,21663,297,1,1,http://localhost:8080/service/guestbook,14,0,2
1601549454786,1,Debug Sampler,200,OK,sendComment 1-1,text,true,,562,0,1,1,null,0,0,0
1601549454789,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,0,0
1601549454789,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,8,0,0
1601549454798,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549454798,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549454806,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25775,690,1,1,null,0,2,0
1601549454806,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549454815,10,гостевая,200,,sendComment 1-1,text,true,,21663,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549454826,13,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,21997,854,1,1,null,0,2,0
1601549454826,3,комментарий,200,,sendComment 1-1,text,true,,274,557,1,1,http://localhost:8080/service/guestbook?user=ТрансКредитБанк&text=Спасибо!,3,0,0
1601549454830,10,комментарий,200,,sendComment 1-1,text,true,,21723,297,1,1,http://localhost:8080/service/guestbook,10,0,0
1601549454841,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,474,0,1,1,null,0,0,0
1601549454843,7,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,252,0
1601549455094,7,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,7,0,0
1601549455102,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,0,0
1601549455102,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549455109,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25835,690,1,1,null,0,2,0
1601549455110,6,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,6,0,0
1601549455117,12,гостевая,200,,sendComment 1-1,text,true,,21723,297,1,1,http://localhost:8080/service/guestbook,12,0,0
1601549455129,23,комментарий,500,"Number of samples in transaction : 2, number of failing samples : 2",sendComment 1-1,,false,,22909,1154,1,1,null,0,2,1
1601549455130,9,комментарий,500,,sendComment 1-1,text,false,Test failed: text expected to contain /OK/,1186,857,1,1,"http://localhost:8080/service/guestbook?user=Центральный%20банк%20Российской%20Федерации&text=Рекомендую,%20это%20лучшая%20компания%20на%20свете",8,0,0
1601549455139,14,комментарий,200,,sendComment 1-1,text,false,"Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Рекомендую, это лучшая компания на свете'<br>/",21723,297,1,1,http://localhost:8080/service/guestbook,14,0,1
1601549455158,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,573,0,1,1,null,0,0,0
1601549455159,10,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,252,0
1601549455411,10,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,10,0,0
1601549455421,7,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549455421,7,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,7,0,0
1601549455429,19,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25835,690,1,1,null,0,0,0
1601549455429,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549455436,12,гостевая,200,,sendComment 1-1,text,true,,21723,297,1,1,http://localhost:8080/service/guestbook,12,0,0
1601549455448,15,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,22058,857,1,1,null,0,1,0
1601549455448,4,комментарий,200,,sendComment 1-1,text,true,,274,560,1,1,http://localhost:8080/service/guestbook?user=Сбербанк&text=Отличные%20ребята.,4,0,0
1601549455452,11,комментарий,200,,sendComment 1-1,text,true,,21784,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549455464,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,461,0,1,1,null,0,0,0
1601549455466,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,252,0
1601549455717,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549455727,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549455727,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549455736,20,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25896,690,1,1,null,0,0,0
1601549455736,8,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,8,0,0
1601549455744,12,гостевая,200,,sendComment 1-1,text,true,,21784,297,1,1,http://localhost:8080/service/guestbook,12,0,0
1601549455756,15,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,22143,929,1,1,null,0,1,0
1601549455756,4,комментарий,200,,sendComment 1-1,text,true,,274,632,1,1,http://localhost:8080/service/guestbook?user=Сбербанк&text=Благодарю%20за%20отличную%20работу!,4,0,0
1601549455760,11,комментарий,200,,sendComment 1-1,text,true,,21869,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549455773,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,474,0,1,1,null,0,0,0
1601549455776,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,2,0
1601549455777,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549455787,8,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549455787,8,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,8,0,0
1601549455796,18,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,25981,690,1,1,null,0,1,0
1601549455796,7,гостевая,200,,sendComment 1-1,text,true,,4112,393,1,1,http://localhost:8080/guestbook.html,7,0,0
1601549455804,11,гостевая,200,,sendComment 1-1,text,true,,21869,297,1,1,http://localhost:8080/service/guestbook,11,0,0
1601549455815,21,комментарий,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,22191,818,1,1,null,0,0,0
1601549455815,4,комментарий,200,,sendComment 1-1,text,true,,274,521,1,1,http://localhost:8080/service/guestbook?user=Эльдорадо&text=Спасибо!,4,0,0
1601549455819,17,комментарий,200,,sendComment 1-1,text,true,,21917,297,1,1,http://localhost:8080/service/guestbook,16,0,0
1601549455836,0,Debug Sampler,200,OK,sendComment 1-1,text,true,,456,0,1,1,null,0,0,0
1601549455838,9,вход,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,22667,334,1,1,null,0,251,0
1601549456089,9,вход,200,,sendComment 1-1,text,true,,22667,334,1,1,http://localhost:8080/,9,0,0
1601549456098,9,клиенты,200,"Number of samples in transaction : 1, number of failing samples : 0",sendComment 1-1,,true,,6135,379,1,1,null,0,1,0
1601549456099,9,клиенты,200,,sendComment 1-1,text,true,,6135,379,1,1,http://localhost:8080/clients.html,9,0,0
1601549456108,55,гостевая,200,"Number of samples in transaction : 2, number of failing samples : 0",sendComment 1-1,,true,,26029,690,1,1,null,0,0,0
